,cov,sleep
79,0.5913098454475403,0.7142857142857143
80,0.619884192943573,0.7368421052631579
81,0.4187139570713043,0.8235294117647058
82,0.30144989490509033,0.8666666666666667
83,0.5671932697296143,0.7333333333333333
84,0.4660954773426056,0.7692307692307693
85,0.5180055499076843,0.75
86,0.19216884672641754,0.8888888888888888
87,0.38349649310112,0.75
88,0.23687797784805298,0.8571428571428571
89,0.5093991756439209,0.6666666666666666
90,0.34511953592300415,0.75
91,0.6912350654602051,0.5
92,0.0,1.0
93,0.0,1.0
94,0.8022345304489136,0.5766666666666667
95,0.7894511222839355,0.57
96,0.7811402082443237,0.5966666666666667
97,0.7658550143241882,0.6
98,0.8309028744697571,0.5733333333333334
99,0.7775759696960449,0.6033333333333334
100,0.8002981543540955,0.55
101,0.7537398934364319,0.6033333333333334
102,0.8117792010307312,0.5866666666666667
103,0.8648319840431213,0.53
104,0.8059872984886169,0.5533333333333333
105,0.8148636817932129,0.5766666666666667
106,0.8635981678962708,0.51
107,0.821015477180481,0.5666666666666667
108,0.8669568300247192,0.5366666666666666
109,0.8306458592414856,0.5666666666666667
110,0.7773017883300781,0.61
111,0.7932210564613342,0.5833333333333334
112,0.8079578876495361,0.5666666666666667
113,0.8370203971862793,0.5266666666666666
114,0.8524084687232971,0.5466666666666666
115,0.8291893005371094,0.56
116,0.7240262627601624,0.6166666666666667
117,0.7825624942779541,0.5966666666666667
118,0.8463252186775208,0.56
119,0.8290351033210754,0.5766666666666667
120,0.8008122444152832,0.5733333333333334
121,0.7863838076591492,0.5833333333333334
122,0.8112822771072388,0.54
123,0.7523861527442932,0.5966666666666667
124,0.8536251187324524,0.54
125,0.8444402813911438,0.5633333333333334
126,0.8165772557258606,0.56
127,0.8319310545921326,0.5433333333333333
128,0.8519971966743469,0.55
129,0.7800092697143555,0.58
130,0.7859554290771484,0.57
131,0.8085405230522156,0.5833333333333334
132,0.8123618364334106,0.5733333333333334
133,0.7773703336715698,0.5966666666666667
134,0.8393454551696777,0.5585284280936454
135,0.8180757761001587,0.5652173913043478
136,0.8195337653160095,0.5618729096989966
137,0.8020104765892029,0.5738255033557047
138,0.7968725562095642,0.5704697986577181
139,0.8268751502037048,0.5838926174496645
140,0.7678403854370117,0.6216216216216216
141,0.7893437743186951,0.5898305084745763
142,0.8138744831085205,0.5408163265306123
143,0.8010814189910889,0.5674740484429066
144,0.8339218497276306,0.5473684210526316
145,0.817463219165802,0.5677655677655677
146,0.7766702771186829,0.5846153846153846
147,0.7965956926345825,0.5943775100401606
148,0.7743403315544128,0.5916666666666667
149,0.787784218788147,0.5707964601769911
150,0.7381281852722168,0.5658536585365853
151,0.7128469944000244,0.6022099447513812
152,0.7054712772369385,0.6025641025641025
153,0.7531893253326416,0.5714285714285714
154,0.565109133720398,0.6476190476190476
155,0.6866633892059326,0.5903614457831325
156,0.5108276009559631,0.6714285714285714
157,0.6558962464332581,0.5737704918032787
158,0.5653058886528015,0.64
159,0.55356764793396,0.6285714285714286
160,0.42737117409706116,0.6818181818181818
161,0.42569586634635925,0.6923076923076923
162,0.4008120596408844,0.7142857142857143
163,0.28947368264198303,0.75
